# Created by Octave 4.4.1, Tue Oct 23 10:55:02 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 134
 118848434893.3119 71242463023.919128 51094739707.693123 37279111197.70546 30567120062.62151 24637223362.188583 21984943359.76482 11960854459.84507 8165831973.0978298 5231310622.2425194 5374015215.6940413 5654101124.6585827 3889824752.2751446 2837966371.5571051 2197110639.4259744 2373902954.9427977 1923938328.5217021 1969263865.8687291 1914328396.3023481 1675133389.7155721 1623595673.4398441 1354785274.9178319 1287814242.6749878 806994839.58450305 785980006.60784376 752071524.09858572 828534109.14739799 740166829.98523068 501711591.2769289 565364178.21891963 1132011181.4052985 966731943.80554879 566005027.80781174 646406927.60177064 529529271.27150494 797491582.95634913 473472878.90251291 425065659.97167361 368491411.33015865 310937461.42486656 328083230.43439901 251945525.42641068 153346950.83388597 246945049.22445738 139803531.59633109 131635205.35417321 214858092.76152718 144020558.16745359 58203039.822967373 38145168.600754581 102839180.55119741 68293837.280178979 19967272.828590672 70081038.841385692 23082382.526746154 108184003.58230588 16579816.185530609 46085874.340227425 27035070.903300025 22102293.782024279 162835951.45682564 4665009.9515453279 203512.76302557389 69604.374864142577 6435.3659531528956 1269.0395349402881 388.03264818547859 132.7394356821932 21.527898601546916 9.6929461737203457 1.9589788252628626 0.67793349129334568 0.28085456567294043 0.13777347728796327 0.01435031965186374 0.0052767456256250156 0.0021704000969915023 0.00087085484588712283 0.00018363980751290464 0.00018825985869779172 0.00013258264832458695 8.2213511664476027e-05 4.5283966790856037e-05 2.7405042660158703e-05 1.5628570302908959e-05 9.6069498342559941e-06 1.1717983217434219e-05 1.8210598314371751e-05 1.5705475060990047e-05 8.7296154368174401e-06 9.4493881256052149e-06 4.5175778858392918e-06 7.0525120326355757e-06 2.6060279353835699e-06 2.3274021662249778e-06 3.4179093921743779e-06 1.0319441526338334e-06 2.0713037941587183e-06 1.3245800126236489e-06 8.4344379468887865e-07 1.525616974644378e-06 1.6079658946093215e-06 2.1126830903447758e-06 2.7013453189924572e-06 1.1925200456125617e-06 2.2058402836294711e-06 3.5811090209338115e-06 1.0345929362880901e-06 2.3672297589103983e-06 5.721740447799063e-07 3.7881622156680094e-06 1.4121163186840476e-06 9.0164509150156893e-07 1.2643587254390354e-06 2.0751072187364879e-06 3.5997897243186185e-06 9.1497984567435699e-07 1.3516627168839756e-06 1.7490030448730292e-06 2.8543842486831009e-06 6.9797609167506929e-07 5.9215382532100306e-07 1.1717825800762699e-06 4.449461004281451e-07 1.4308167641560458e-07 3.1533163675805696e-07 6.462119999186217e-07 8.1847079558456975e-07 6.489202366498464e-07 2.250989922479462e-07 4.9448218076083436e-07 2.034397335544127e-07 5.8253653688113167e-08 3.6354161223714544e-09


