# Created by Octave 4.4.1, Tue Oct 23 16:29:20 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 3
 16277114.233039863 0.74054843754130184 3.7946471087477866e-08


