# Created by Octave 4.4.1, Tue Oct 23 15:51:59 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 2
 7.7246213891332189 3.205320726155288e-11


