# Created by Octave 4.4.1, Tue Oct 23 15:49:55 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 2
 0.055316909358599876 1.07460558772998e-14


