# Created by Octave 4.4.1, Tue Oct 23 15:52:47 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 2
 966.73495745937976 4.4250505364396131e-07


