# Created by Octave 4.4.1, Tue Oct 23 16:02:33 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 2
 13948.27856449518 1.2012450567626996e-06


