# Created by Octave 4.4.1, Tue Oct 23 15:50:54 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 2
 11.145225969543972 1.9372232574011132e-10


