# Created by Octave 4.4.1, Tue Oct 23 15:48:00 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 77
 145107295155.17404 69860313189.931747 52064944996.303642 32839134602.739704 17040486453.57188 12742373227.741262 9563645917.4968414 7475604380.6260691 6465432118.2301702 4981088346.5738392 4771850722.9464712 3762196790.3202114 2812151115.5982347 2888455900.6345668 2197982137.7486935 2274701983.1465111 1759505757.4063778 2140115478.6277032 2426517745.1698041 1987340713.7333813 1624776670.4479029 1363913651.1968036 1321142323.820569 1085739539.1672752 1029158154.8838149 1023835421.2367272 976473317.71230984 756305992.71459901 559328681.87776768 558699696.7929486 433586983.73202205 255289702.44303223 224005504.75876015 262037032.1027157 185726079.1967026 138538601.460186 253619863.08357754 130086728.77317755 79237267.774666533 59748343.313431293 119218603.07121858 57631091.423829749 52704029.05497577 50946497.730657451 128011288.89213309 67961594.451366812 49973446.032694601 127978703.15653776 57511977.104261003 184247378.38249579 71050730.399423897 127835505.3454936 21420424.346081555 20542175.160707891 67076582.642116472 27547363.208007947 81546710.36914435 14220656.342531772 8354081.8471832331 15312412.243260823 12443805.148443619 3436275.6006389754 18767143.27543512 122337922.42952397 39529442.982374392 6371750.4662101995 1227323.3298175989 154754.14950796528 40964.151080600939 6817.0158662339581 1016.2731687744896 70.898929776203516 14.052441162149787 6.5423653302473577 1.0618462853033068 0.078908865487357635 0.023378913597538877


