# Created by Octave 4.4.1, Tue Oct 23 15:41:19 2018 GMT <unknown@DESKTOP-2HE4KPR>
# name: list_error
# type: matrix
# rows: 1
# columns: 164
 392721489241.63306 196745573751.65454 118219969620.69559 79016708546.907684 57342464619.419395 38328493284.957573 29943802684.021782 25121387890.410862 21559864816.72472 16410894415.790918 13648373279.25325 11967507946.330013 8807191645.9099541 8159718597.5720863 6989413843.4351549 6676133959.1559401 5272971911.9352798 4911172007.0378628 4475993950.6923523 3636820385.2574701 3355449150.7009902 3221013634.6605835 2696994533.4212456 2936533766.2587309 2489439972.3957486 2594628611.3551621 2348580666.3277092 2049109587.7576356 1610422492.2845919 1655154096.9910121 1455111457.2572675 1519255056.2335198 1309965997.2959895 1105643421.068316 1021812794.1484625 1017872788.9673579 1083150170.5713363 873743821.6135515 900660321.73238349 766666316.88128877 589081766.97930324 429500058.30038261 482077023.04151839 656338259.638834 530066904.8202191 394856435.58110511 336678561.99269557 248720156.78338671 228146221.49575967 229746587.41063398 223494320.74859381 249584400.53276232 264308456.05911642 244678345.34048969 202992025.26053253 176143195.50848189 174718218.78873393 178593476.56250277 133238630.81942421 128100847.65937522 144678445.55756941 179762178.21292216 163094535.84003052 176122340.86288014 130830351.69611065 158805954.26353937 177651773.66649294 157136359.37519071 122828956.57733458 140336987.47024319 152131023.60633585 101310139.25665964 72892492.520546466 71182136.767058626 93322180.61801666 120445225.87469745 82519859.616514727 53807219.534777395 72443424.265608728 53791627.613218136 59755638.890963525 80055544.84527646 70369007.162773713 96928806.88835521 131050566.99161148 92603292.842098922 85075755.444520891 87820147.981434882 69229359.807017267 75409479.398662299 112328966.0108335 46206718.355437919 45870538.159759782 48210938.374492005 87391740.135791451 34765115.817528345 56150183.423242137 26218267.102364935 37222616.87067686 19735371.529239886 24410021.539123952 23109691.383240841 15541308.643421451 31305919.61182715 10614437.121070229 14820227.250006679 16741404.605781056 13298997.14009474 22700328.367282864 11076810.296373917 27726917.600922626 17719850.760281447 36116144.185790904 31494004.181643434 54197184.43075747 44891589.340628415 28011361.528802752 70404486.602922514 42624090.231313005 79447261.916517675 50763703.691614844 78493003.955124959 24930334.533693179 22460570.415744755 37480673.685264431 19227745.404394854 20816451.557453889 34951962.487998441 6622622.1403562259 4393199.8596213274 6214393.2832981516 9570421.8067022301 2831598.7550039995 7083101.6193699222 2926460.8372254437 1028200.9262630088 161737.09183237544 38409.938250825799 49199.719659852009 250417.24310112622 596626.01590278919 2187826.9235260794 5708234.9537666161 16186707.517923055 10109920.475521075 1969525.4387278759 799157.29319783871 164249.93559238408 26858.106590179883 6199.9887003277863 2493.4853135435128 1077.3313519678154 388.06400417305923 182.8833666519858 92.300772079411786 17.966671744916361 8.9483618788886954 3.1794876302641639 1.4286643296929016 0.55419936416996762 0.27267063304656086 0.11963721676391716 0.056322700520384669 0.032492778800830562


